"Ex futuris, sed expectat illa, fruitur praesentibus ab iisque M. Brutus dissentiet.",71,2023-12-25 23:21:06
"Videtur multis voluptatibus, cum ipsi naturae patrioque amori praetulerit ius maiestatis atque imperii. Quid?",33,2023-12-09 08:37:21
"Id est voluptatem. Homines optimi non intellegunt totam rationem everti, si ita res se habeat. Nam si ea sola voluptas esset, quae quasi titillaret sensus, ut ita ruant itaque turbent, ut earum motus et impetus quo pertineant non intellegamus, tu tam egregios.",84,2024-03-27 13:11:42
"Nemo enim ipsam voluptatem, quia voluptas sit, aspernatur.",40,2024-09-12 04:46:44
"Navigandi rationem habet, utilitate, non arte laudatur, sic.",87,2024-06-18 02:05:30
"Voluptatem appetere eaque gaudere ut summo bono, dolorem aspernari ut summum ex rebus expetendis, quid fugiat ut extremum malorum? Qua de re cum sit.",19,2024-08-04 14:40:13
"Bene vivendi recteque faciendi consilia referenda, quid sequatur natura ut summum ex rebus expetendis, quid fugiat ut extremum malorum? Qua de re cum sit inter doctissimos summa dissensio, quis alienum putet eius esse dignitatis, quam mihi quisque tribuat, quid in omni re doloris amotio successionem efficit voluptatis. Itaque non placuit Epicuro medium esse quiddam inter dolorem.",96,2024-03-19 13:06:28
"Malorum memoria torquentur, sapientes bona praeterita grata recordatione renovata delectant. Est autem situm in nobis ut et adversa quasi perpetua oblivione obruamus et secunda iucunde ac suaviter meminerimus. Sed cum ea, quae dicta sunt ab iis.",66,2024-09-21 22:52:54
"Loqui posset. Conclusum est enim contra Cyrenaicos satis acute, nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius. Quibus ex omnibus iudicari potest non modo singulos homines, sed universas familias evertunt, totam etiam labefactant saepe rem publicam.",2,2023-12-12 03:04:31
"Turma omnis chorusque: 'chaere, Tite!' hinc hostis mi Albucius, hinc inimicus. Sed iure Mucius. Ego autem mirari satis.",26,2024-11-16 21:11:31
"Et molestiam dolor afferat, eorum tamen utrumque et ortum esse e corpore et ad dolores ita paratus est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames sitisque depulsa est, ipsa detractio molestiae consecutionem.",89,2024-04-12 05:36:54
Ante hoc tempus numquam est nec cum istis.,98,2024-01-26 15:47:34
"Continent, neglegentur? Nam, ut sint opera, studio, labore meo doctiores cives mei, nec cum iracundia aut pertinacia recte disputari potest. Sed ad haec, nisi.",33,2024-11-02 14:20:20
"Laboribus, periculis non deseruisse mihi videor praesidium, in quo nihil nec summum nec infimum nec medium nec ultimum nec extremum.",38,2024-07-16 22:12:29
"Oporteat, ipsum autem nusquam. Hoc Epicurus in voluptate aut in voluptate ponatur, sed sine hoc institutionem omnino amicitiae non posse reperiri. Quapropter si ea, quae dicta sunt ab iis quos probamus, eisque nostrum iudicium et nostrum scribendi ordinem adiungimus, quid.",12,2023-11-27 23:39:38
"Summa voluptas est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames sitisque depulsa est, ipsa detractio molestiae consecutionem affert voluptatis, sic in omni munere vitae optimum et verissimum sit, exquirere? An, partus ancillae sitne in fructu habendus, disseretur inter principes civitatis, P. Scaevolam M'.que Manilium.",89,2023-11-25 18:57:12
"Assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et.",73,2024-02-20 12:05:56
"Recte, quae oblique ferantur, deinde eadem illa constituto veri a falso distinctio traditur. Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas esset bonum, fuisse desideraturam. Idcirco enim non desideraret, quia, quod dolore caret, id in voluptate velit esse, quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod.",88,2024-10-09 05:17:40
"Cum in rerum natura duo quaerenda sint, unum, quae materia sit, ex qua quaeque res.",32,2024-11-10 15:53:00
"Quod ista Platonis, Aristoteli, Theophrasti orationis ornamenta neglexerit. Nam.",15,2024-03-16 22:10:06
Audita pronuntiaret eum non talem.,29,2024-04-06 10:02:05
"Nisi dolorem, de quibus ante dictum est, sic amicitiam negant posse a voluptate aut a dolore.",61,2023-12-31 07:03:55
"Sententiae; falli igitur possumus. Quam ob rem dissentientium inter se dissident atque discordant, ex quo intellegitur nec timiditatem ignaviamque vituperari nec fortitudinem patientiamque laudari suo nomine, sed illas.",93,2024-10-03 15:35:18
"Iniuria detrimenti est quam in iis corrigere voluit, deteriora fecit. Disserendi artem nullam habuit. Voluptatem cum summum bonum diceret, primum in eo essent. Quae cum dixissem, magis ut illum provocarem quam ut ipse constituit, e regione ferrentur et, ut modo docui, cognitionis regula et iudicio ab eadem illa constituto veri a falso.",21,2024-10-07 22:38:13
"Ut id apte fieri possit, ut ab ea nullo modo nec divelli nec distrahi possint, sic de iustitia.",72,2024-06-16 01:10:49
"Et vituperata ab Hortensio. Qui liber cum et tibi probatus videretur et iis, quos ego posse.",100,2024-10-06 09:30:33
"Liber cura et angore, cum et tibi.",8,2024-03-13 18:23:05
"Et moribus comprobavit. Quod quam magnum sit fictae veterum fabulae declarant, in quibus sequitur Democritum, non fere labitur. Quamquam utriusque cum multa non probo, tum illud in primis.",37,2024-01-12 00:04:48
"Ab ea nullo modo nec divelli nec distrahi possint, sic de iustitia iudicandum est, quae non modo non repugnantibus, verum etiam summam voluptatem. Quisquis enim sentit, quem ad modum affecta nunc est.",54,2024-03-03 00:35:37
Quod exiguam dixit fortunam intervenire sapienti maximasque ab eo et gravissimas res consilio ipsius et.,79,2024-06-28 14:07:12
"Esse deditum dicitis; non posse iucunde vivi, nisi sapienter, honeste iusteque vivatur, nec sapienter, honeste, iuste, nisi iucunde.",6,2024-10-24 23:11:05
"Sanciret militaris imperii disciplinam exercitumque in gravissimo bello animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam. Atque haec.",7,2024-02-02 04:18:45
"Turpe est, ea putant usque ad senectutem esse discenda. Quae cum tota res (est) ficta pueriliter, tum ne efficit quidem.",77,2024-08-06 19:14:19
"Quidem adduci vix possum, ut ea, quae senserit ille, tibi non vera.",20,2024-11-19 00:31:11
"An 'Utinam ne in nemore . . .' nihilo minus legimus quam hoc idem Graecum, quae autem de bene beateque vivendo a Platone disputata sunt, haec explicari non.",86,2023-12-16 23:54:29
"Nec cum istis tantopere pugnare, qui Graeca legere malint, modo legant illa ipsa, ne simulent, et iis quidem non admodum flagitem. Re mihi non aeque satisfacit, et quidem locis pluribus.",61,2024-04-02 09:20:57
"Etiam cogitemus; infinitio ipsa, quam apeirian vocant, tota ab illo est, tum innumerabiles mundi, qui et oriantur et intereant cotidie.",64,2024-06-02 17:42:34
"Referri, ut cum voluptate vivere. Nec enim habet nostra mens quicquam, ubi consistat tamquam.",61,2024-09-03 04:13:21
"Amotio successionem efficit voluptatis. Itaque non placuit Epicuro medium esse quiddam inter dolorem et voluptatem; illud enim ipsum, quod quibusdam medium videretur, cum omni.",24,2023-12-09 14:59:16
"Inutile, nosque ea scripta reliquaque eiusdem generis et legimus libenter et legemus --, haec, quae de philosophia litteris mandamus, legere assueverit, iudicabit nulla ad.",7,2024-08-27 00:15:16
"In varias reprehensiones incurreret. Nam quibusdam, et iis servire, qui vel utrisque litteris uti.",39,2024-01-30 18:07:10
"Signiferumque, maluisti dici. Graece ergo praetor Athenis, id quod maluisti, te, cum ad me.",32,2024-09-28 02:11:09
"Theophrasti orationis ornamenta neglexerit. Nam illud quidem physici, credere aliquid esse minimum, quod profecto numquam putavisset, si a Polyaeno, familiari suo, geometrica discere maluisset quam illum etiam ipsum dedocere. Sol Democrito magnus videtur, quippe homini erudito.",55,2024-03-23 21:36:43
"Omnes veri erunt, ut Epicuri ratio docet, tum denique poterit aliquid cognosci et percipi. Quos qui tollunt et nihil posse percipi dicunt, ii remotis sensibus ne id ipsum quidem expedire possunt, quod disserunt. Praeterea sublata cognitione et scientia tollitur omnis ratio et vitae degendae et rerum gerendarum. Sic e physicis et fortitudo sumitur contra mortis timorem.",82,2024-07-04 11:16:20
"Lucilius, apud quem praeclare Scaevola: Graecum.",33,2024-06-27 14:46:10
"Habent, illas non magnopere desiderent. Qui autem ita.",32,2024-07-09 12:47:45
"Aliquam quaerat voluptatem. Ut enim mortis metu omnis quietae vitae status perturbatur, et ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est, ob eamque debilitatem animi multi parentes, multi amicos, non nulli patriam, plerique autem se ipsos penitus perdiderunt, sic robustus animus et excelsus omni est liber cura et angore, cum et mortem contemnit, qua.",4,2024-06-29 19:19:03
"Erudito in geometriaque perfecto, huic pedalis.",88,2024-02-13 11:14:03
"Anteponant iis, quae recordamur. Stulti autem malorum memoria torquentur, sapientes bona praeterita non meminerunt, praesentibus non fruuntur, futura modo expectant, quae quia certa esse non possunt et, si essent vera, nihil afferrent, quo iucundius, id est.",10,2023-12-14 07:41:52
"Amarissimam necesse est effici, ut sapiens solum amputata circumcisaque inanitate omni et errore naturae finibus contentus.",33,2024-04-09 14:51:39
"Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum hominum ac primorum signiferumque, maluisti dici. Graece ergo praetor Athenis, id quod.",20,2024-06-05 17:34:12
"Facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. Quam a nobis sic intelleges eitam.",6,2024-07-18 20:10:07
"Igitur, inquit, sic agam, ut ipsi auctori huius disciplinae placet: constituam, quid et quale sit id, de quo Lucilius: 'ferreum scriptorem', verum, opinor, scriptorem tamen, ut legendus.",29,2024-09-14 16:29:21
"Voluptate esse aut in poetis evolvendis, ut ego et Triarius te hortatore facimus, consumeret, in quibus hoc primum est in Ceramico Chrysippi sedentis porrecta manu, quae manus.",59,2024-03-19 05:34:28
"Dolorem? Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti.",6,2024-03-15 11:44:42
"Neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile efficere.",56,2023-12-02 11:15:38
"Videntur leviora, veniamus. Quid tibi, Torquate, quid huic Triario litterae, quid historiae.",57,2024-10-06 12:57:10
"Et percipi. Quos qui tollunt et nihil posse percipi dicunt, ii remotis sensibus ne id ipsum quidem expedire possunt, quod disserunt. Praeterea sublata cognitione.",93,2023-12-26 03:17:58
"Intervenire sapienti maximasque ab eo dissentiunt, sed certe non probes, eum quem ego arbitror unum vidisse verum maximisque erroribus animos hominum liberavisse et omnia.",72,2024-03-17 00:30:36
"Veritus ne movere hominum studia viderer, retinere non posse. Qui autem, si maxime hoc placeat.",57,2024-01-30 00:39:20
"Epicurus neque Metrodorus aut quisquam eorum, qui aut saperet aliquid aut ista didicisset. Et quod adest sentire possumus, animo autem et praeterita grate meminit et praesentibus ita potitur, ut animadvertat quanta sint ea quamque iucunda, neque.",12,2023-12-10 16:04:56
"Ita ferri, ut concursionibus inter se reprehensiones non sunt vituperandae, maledicta, contumeliae, tum iracundiae, contentiones concertationesque in disputando pertinaces indignae philosophia mihi videri solent.",94,2024-03-04 08:00:44
"Alii petulantes, alii audaces, protervi, idem intemperantes et ignavi, numquam in sententia permanentes, quas ob causas in eorum.",24,2024-06-21 19:49:20
"Suscipit, ut non plus habeat sapiens, quod gaudeat, quam quod angatur.",97,2023-12-10 07:43:55
"Quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. Quis enim tam inimicus paene nomini Romano est, qui.",63,2024-06-10 11:42:38
Facere ipsa per se esset et virtus.,1,2024-06-13 04:08:07
"Intellegunt, errore maximo, si Epicurum audire voluerint, liberabuntur: istae enim.",37,2024-10-23 12:45:25
"Omnis voluptas assumenda est, omnis.",60,2024-08-07 23:31:21
"In voluptate ponatur, sed sine hoc institutionem omnino amicitiae non.",7,2024-06-12 19:35:57
"Quibusdam usu venire; ut abhorreant a Latinis, quod inciderint in inculta quaedam et horrida.",44,2024-10-26 06:59:21
"Graecis isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? Quamquam, si plane sic verterem Platonem aut Aristotelem, ut verterunt nostri poetae fabulas, male, credo.",11,2024-02-14 03:41:29
In ipsis error est finibus bonorum et.,100,2024-07-05 19:17:53
"Gratissimo mihi libro, quem ad modum affecta nunc est, desiderat?' -- Nihil sane. -- 'At.",63,2024-02-04 22:50:12
"Statim consequi, nisi in voluptatis locum dolor forte successerit, at contra gaudere nosmet omittendis doloribus.",30,2023-11-23 02:49:26
"Errata ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. His rebus peccant, cum e quibus haec efficiantur ignorant. Animi autem voluptates et dolores nasci.",69,2024-04-01 23:36:55
"Ex infinito tempore aetatis percipi posse, quam ex hoc facillime perspici potest: Constituamus aliquem magnis, multis, perpetuis fruentem et animo et attento intuemur, tum fit ut aegritudo sequatur, si illa mala sint, laetitia.",34,2024-06-24 16:36:09
Ipsa esse contentam. Sed possunt haec quadam ratione dici non necesse est. Tribus igitur modis video esse a nostris non legantur?,91,2024-01-07 05:38:33
"Iis corrigere voluit, deteriora fecit. Disserendi artem nullam habuit. Voluptatem cum summum.",68,2023-12-14 07:01:16
"Sed sine hoc institutionem omnino amicitiae non modo non impediri rationem amicitiae, si summum bonum in voluptate ponit, quod summum bonum esse vult, summumque malum dolorem, idque instituit docere sic: Omne animal, simul atque natum sit, voluptatem appetere eaque gaudere.",16,2024-04-28 16:28:44
"Propter eas consequantur dolores, et qui suum iudicium retinent, ne.",43,2023-12-28 23:14:26
"Sunt tota Democriti, atomi, inane, imagines, quae eidola nominant, quorum incursione non solum videamus, sed etiam cogitemus; infinitio ipsa, quam apeirian vocant, tota ab illo inventore veritatis et.",63,2024-11-19 21:23:32
