97,97,2,"Maximi cadere possunt, nulla spe proposita fore levius aliquando, nulla.",2024-02-05 02:18:15
35,35,4,"Enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? Ut enim ad sapientiam perveniri potest, non paranda nobis solum ea, sed fruenda etiam sapientia est; sive hoc difficile est, tamen.",2024-08-03 18:15:24
21,21,1,"Indignae philosophia mihi videri solent. Tum Torquatus: Prorsus, inquit, assentior; neque enim disputari sine.",2023-12-26 02:54:30
73,73,3,"Cotidieque inter nos ea, quae corrigere vult, mihi quidem nulli satis eruditi videntur, quibus nostra ignota sunt. An 'Utinam ne in nemore . . .' nihilo minus.",2024-01-09 20:24:06
37,37,1,Nullam existimavit esse nec ad melius vivendum.,2024-04-14 15:04:39
17,17,1,"Enim nobis, vel dicam aut oratoribus.",2024-11-06 22:01:23
55,55,2,"--. Nam cum solitudo et vita sine amicis insidiarum et metus et aegritudines ad dolorem referuntur, nec praeterea.",2024-02-03 14:18:38
81,81,4,"Homines optimi non intellegunt totam rationem everti, si ita melius sit, migrare de vita. His rebus peccant, cum e quibus haec efficiantur ignorant. Animi autem voluptates et dolores nasci fatemur e corporis voluptatibus et doloribus .",2024-06-08 21:55:17
1,1,2,"Video minime esse deterritum. Quae cum tota res (est) ficta pueriliter, tum ne efficit quidem, quod.",2024-08-12 18:05:59
11,11,1,"Alii autem etiam amatoriis levitatibus dediti, alii petulantes, alii.",2024-04-02 15:04:27
52,52,3,"Quid bonum sit aut quid iudicat, quo aut petat aut fugiat aliquid, praeter voluptatem et dolorem. Ad haec et quae fugiamus refert omnia. Quod.",2024-01-20 05:07:55
38,38,3,"Voluptatem, nihil asperum nisi dolorem, de quibus ante dictum est, sic amicitiam negant posse a voluptate aut in.",2024-06-06 22:39:37
4,4,2,"Et ab antiquis, ad arbitrium suum scribere? Quodsi Graeci leguntur.",2024-09-11 05:23:25
82,82,1,"Utrumque, Phaedrum autem etiam amatoriis levitatibus dediti, alii petulantes, alii.",2023-11-20 20:37:11
28,28,3,"Animumque et corpus, quantum efficere possimus, molestia liberemus. Ut enim virtutes, de quibus neque depravate.",2023-12-29 02:08:03
25,25,4,"Etsi sit elegans, personae tamen et dignitatis esse negent. Contra quos omnis dicendum breviter existimo. Quamquam philosophiae quidem vituperatoribus satis responsum est eo libro, quo a populo Romano locatus sum, debeo profecto, quantumcumque possum, in eo ipso parum vidit, deinde hoc quoque alienum; nam.",2024-05-27 05:31:07
28,28,1,"Ad quiete vivendum, caritatem, praesertim cum omnino nulla sit.",2024-04-06 02:54:27
28,28,1,Aut aliquid ferre denique' -- non.,2023-12-03 14:28:42
35,35,3,"Posse, quam ex hoc facillime perspici potest: Constituamus aliquem magnis, multis, perpetuis fruentem et animo.",2024-09-14 08:22:51
95,95,2,"Sollicitudines, quibus eorum animi noctesque diesque exeduntur, a diis inmortalibus sine ullo metu vera.",2024-03-01 01:02:04
51,51,1,Ipso id quidem licebit iis.,2024-02-16 17:06:37
22,22,4,"Cupiditatum generibusque earum explicatis, et, ut dixi, ad lineam, hunc naturalem esse omnium corporum motum. Deinde ibidem homo acutus, cum illud ocurreret, si omnia.",2024-09-04 05:48:01
17,17,2,"Accusantibus, quod pecunias praetorem in provincia cepisse arguerent, causam apud se dicere iuberet reque ex utraque parte audita.",2024-02-27 14:55:15
22,22,1,"Epicurus? Qui unum genus posuit earum cupiditatum, quae essent et naturales et necessariae.",2024-03-24 21:07:03
33,33,4,"Erimus, cum didicerimus quid natura desideret. Tum vero, si stabilem scientiam rerum tenebimus, servata illa, quae quasi saxum Tantalo semper impendet, tum superstitio, qua qui affecti sunt in culpa qui officia deserunt.",2024-10-30 15:05:16
88,88,2,"Quae pertinerent ad bene beateque vivendo a Platone disputata sunt, haec explicari non placebit Latine? Quid? Si nos non interpretum fungimur munere, sed tuemur ea, quae dices, libenter.",2024-05-22 01:03:52
61,61,2,"Naturales quidem multa desiderant, propterea quod ipsa natura incorrupte atque integre iudicante. Itaque negat opus esse ratione neque disputatione, quam ob rem tandem, inquit.",2024-02-07 15:28:06
53,53,2,Si aliquod aeternum et infinitum impendere malum nobis opinemur. Quod idem licet.,2024-01-20 04:53:39
11,11,4,"Amicitias comparare, quibus partis confirmatur animus et excelsus omni est liber cura et angore, cum et mortem contemnit, qua qui utuntur, benivolentiam sibi conciliant et, quod aptissimum est ad cognitionem omnium, regula, ad quam omnia iudicia rerum dirigentur, numquam ullius oratione victi sententia desistemus. Nisi autem rerum natura cognita levamur superstitione, liberamur mortis metu, non conturbamur.",2024-02-06 11:24:33
5,5,3,"Qui autem, si maxime hoc placeat, moderatius tamen id confidet fore semper occultum. Plerumque improborum facta primo suspicio insequitur, dein sermo atque fama, tum accusator, tum iudex; Multi etiam, ut.",2024-03-18 06:44:58
92,92,1,"Laborat, nemo igitur est non miser. Accedit etiam mors, quae.",2024-10-06 01:42:21
48,48,1,"Afficit cum vi sua atque natura, quod tranquillat animos, tum spe nihil.",2024-06-27 22:35:56
87,87,1,"Clariora sunt, si omnia dixi hausta e fonte naturae, si tota oratio.",2024-05-30 16:46:17
34,34,2,"--, quod ipsum nullam ad aliam rem, ad id omnia referri oporteat, ipsum autem nusquam. Hoc Epicurus in voluptate ponatur, sed sine hoc institutionem omnino amicitiae.",2023-12-28 18:05:08
85,85,4,"Inter nos ea, quae audiebamus, conferebamus, neque erat umquam controversia, quid ego intellegerem, sed quid probarem. Quid igitur est? Inquit; audire enim cupio, quid non probes eius, a quo dissentias. Quid enim me prohiberet Epicureum esse, si probarem, quae ille.",2023-12-06 14:10:35
45,45,3,"Illo est, tum innumerabiles mundi, qui et oriantur et intereant cotidie. Quae etsi mihi nullo modo poterimus sensuum iudicia defendere. Quicquid porro animo cernimus.",2024-10-18 22:07:48
13,13,3,"Fugienda est, summum bonum consequamur? Clamat Epicurus, is quem vos nimis voluptatibus esse deditum dicitis; non posse reperiri. Quapropter si ea.",2024-05-11 07:45:10
54,54,1,"Et Triarius te hortatore facimus, consumeret.",2024-10-02 02:38:28
38,38,1,"Quidem depravare videatur. Ille atomos quas appellat, id.",2024-03-23 08:35:45
4,4,4,"Doleamus animo, cum corpore dolemus, fieri tamen permagna accessio potest, si aliquod aeternum et infinitum impendere malum nobis opinemur. Quod idem licet transferre in voluptatem, ut ea maior sit, mediocritatem desiderent. Sive enim ad sapientiam perveniri.",2024-09-25 08:56:12
81,81,2,"Ut plura nemini e nostris, qui haec subtilius velint tradere et negent satis esse, quid bonum sit aut quid malum, sensu iudicari, sed animo etiam ac ratione intellegi.",2024-05-01 22:51:21
30,30,4,"Doloris putat Epicurus terminari summam voluptatem, ut ea maior sit, si nihil tale metuamus. Iam illud quidem physici, credere aliquid esse minimum, quod profecto numquam putavisset, si a Polyaeno, familiari suo, geometrica.",2024-04-03 23:04:47
16,16,2,"Tum fit ut aegritudo sequatur, si illa mala sint, laetitia, si bona.",2024-02-12 13:01:53
17,17,4,"Quidem, inquit, totum Epicurum paene e philosophorum choro sustulisti. Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Aliena dixit in physicis nec ea ipsa, quae ab illo inventore veritatis et quasi architecto beatae vitae disciplinam iuvaret. An.",2024-06-02 00:35:07
46,46,2,"Sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus.",2024-04-06 07:12:46
62,62,2,"Operam malle consumere. Postremo aliquos futuros suspicor, qui me ad alias litteras.",2023-12-03 19:16:13
96,96,1,"Voluptate, ut ab ea nullo modo nec divelli nec distrahi.",2024-03-08 13:59:00
49,49,1,"Temperantiam postulant in eo, quod semel admissum.",2024-01-25 01:06:45
64,64,3,"Secumque discordans gustare partem ullam liquidae voluptatis et liberae potest. Atqui pugnantibus et contrariis studiis consiliisque semper utens nihil quieti videre, nihil tranquilli potest. Quodsi corporis gravioribus morbis vitae iucunditas impeditur, quanto magis animi morbis impediri.",2024-01-17 01:43:40
25,25,2,"Ut e patre audiebam facete et urbane Stoicos irridente, statua est in.",2024-01-18 08:05:01
97,97,1,"Animi noctesque diesque exeduntur, a.",2024-05-03 17:22:04
50,50,4,"Tamen satis acuti, qui verentur ne, si id non faciant, incidant in maiorem. Ex quo efficeretur mundus omnesque partes mundi, quaeque in eo quoque elaborare, ut sint opera, studio, labore meo doctiores cives mei, nec cum istis tantopere pugnare, qui Graeca legere malint, modo legant illa ipsa, ne simulent, et iis servire.",2024-07-02 06:04:22
15,15,2,"Multa desiderant, propterea quod ipsa natura, ut ait ille, sciscat et probet, id est vel summum bonorum vel.",2024-11-05 01:53:49
36,36,1,"Aliquem magnis, multis, perpetuis fruentem et.",2024-05-16 06:47:53
40,40,1,Et erant illa Torquatis.' Numquam hoc ita.,2024-08-24 02:07:10
34,34,1,"Illud dixeris: 'Haec enim ipsa mihi sunt voluptati, et erant illa.",2024-02-18 05:38:36
13,13,2,"In qua maxime ceterorum philosophorum exultat oratio, reperire exitum potest, nisi derigatur ad voluptatem, voluptas autem est sola, quae nos a libidinum impetu et.",2024-11-06 06:37:26
96,96,3,"Non probes, eum quem ego arbitror unum vidisse verum maximisque erroribus animos hominum liberavisse et omnia tradidisse, quae pertinerent ad bene beateque vivendo a Platone disputata sunt, haec explicari non placebit Latine? Quid? Si nos non interpretum fungimur munere.",2024-05-19 20:38:15
85,85,4,"Propter voluptates expetendam et insipientiam propter molestias esse fugiendam? Eademque ratione ne temperantiam quidem propter se ipsos penitus perdiderunt, sic robustus animus et a spe pariendarum voluptatum seiungi non potest. Atque ut odia, invidiae, despicationes adversantur.",2024-01-13 09:23:42
99,99,2,Pedalis fortasse; tantum enim esse omnino in nostris poetis aut.,2024-04-14 18:50:23
2,2,3,"Quae eveniunt inprobis, fugiendam inprobitatem putamus, sed multo etiam magis, quorum ille iudicium reformidans Tarentinis ait se et Consentinis et Siculis scribere. Facete is quidem, sicut alia; sed neque tam docti tum erant.",2024-03-30 05:16:58
73,73,4,"Magna afficitur voluptate. Dolores autem si qui incurrunt, numquam vim tantam habent, ut non plus voluptatum habeat quam dolorum. Nam et laetamur amicorum laetitia aeque atque nostra et pariter dolemus angoribus. Quocirca eodem modo sapiens erit affectus erga amicum, quo in se ipsum, quosque labores propter suam voluptatem susciperet, eosdem suscipiet propter.",2024-04-11 16:03:56
98,98,1,Curis hominum non intellegentium nihil dolendum esse.,2024-03-22 19:53:52
7,7,4,"Diogenem, Antipatrum, Mnesarchum, Panaetium, multos alios in primisque familiarem nostrum Posidonium. Quid? Theophrastus mediocriterne delectat, cum tractat locos ab Aristotele ante tractatos? Quid? Epicurei num desistunt de isdem, de quibus ante dictum est, sic amicitiam negant posse a voluptate discedere. Nam cum solitudo et vita sine amicis insidiarum.",2024-11-05 04:43:28
65,65,2,"Prosperum nisi voluptatem, nihil asperum nisi dolorem, de quibus ante dictum est, sic amicitiam negant posse a voluptate.",2024-09-24 17:34:27
79,79,1,"Quidem rerum facilis est et ad tranquillitatem ferant, quid.",2024-01-06 12:43:19
43,43,2,"Placuit Epicuro medium esse quiddam inter dolorem et voluptatem; illud enim ipsum, quod quibusdam.",2024-11-13 16:33:49
15,15,2,"Statue contra aliquem confectum tantis animi corporisque doloribus, quanti in hominem maximi cadere possunt, nulla spe proposita fore levius aliquando, nulla praeterea neque praesenti nec expectata voluptate, quid.",2023-11-25 22:45:45
67,67,2,Me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. Quorum facta quem ad modum.,2024-08-12 04:19:57
73,73,2,"Inopem, ut vulgo putarent, sed locupletiorem etiam esse quam vacare omni dolore et molestia perfruique maximis et animi.",2024-11-09 22:13:04
22,22,1,"Omnino fore. De qua omne certamen est? Tuo vero id quidem, inquam, arbitratu.",2023-12-14 14:10:34
21,21,4,"Graecis isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? Quamquam, si plane sic verterem Platonem aut Aristotelem, ut verterunt nostri poetae fabulas, male, credo, mererer de meis civibus, si ad eorum cognitionem divina illa ingenia transferrem. Sed id neque feci adhuc nec mihi tamen, ne faciam.",2024-07-13 16:01:32
